"","country","year","child_mortality","life_expectancy","dalys","GINI_coef","GDP_percap","child_elderly_per100","govspending_percentoftotal","total_healthspending","gov_share_healthspending","privateshare"
"1728","Mongolia",2010,26.1,66.2,44471.2475543644,34.2,2640,44.4,8.04,5.44,55.1,44.9
"1729","Montenegro",1995,15.2,74,27961.6318279082,30.2,NA,49.7,16.9,7.67,71,29
"1730","Montenegro",1996,15.1,73.8,28166.328798295,30.2,NA,49.8,16.9,7.69,70.8,29.1
"1731","Montenegro",1997,15,73.7,28462.9163323856,30.2,NA,49.8,16.9,7.66,71.1,28.9
"1732","Montenegro",1998,14.9,73.6,28537.3230175867,30.2,NA,49.6,16.9,7.67,71,29
"1733","Montenegro",1999,14.6,73.6,28601.1484336316,30.2,NA,49.4,16.9,7.73,70.5,29.5
"1734","Montenegro",2000,14.1,73.8,28343.9466905245,30.2,1630,49.3,16.9,7.88,69.1,30.9
"1735","Montenegro",2001,13.6,74,28152.7891561474,30.2,1910,49.4,16.9,8.86,70.5,29.5
"1736","Montenegro",2002,12.9,74.3,27794.0544278499,30.2,2110,49.6,16.9,8.98,68.6,31.4
"1737","Montenegro",2003,12.2,74.5,27619.9473998548,30.2,2790,49.8,17.8,9.56,73,27
"1738","Montenegro",2004,11.4,74.7,27286.4651053978,30.2,3380,49.9,16.9,9.08,71.9,28.1
"1739","Montenegro",2005,10.6,75,27114.5132090042,30.4,3670,49.8,14.3,9.11,69.2,30.8
"1740","Montenegro",2006,9.8,75.3,26767.9316888474,30.5,4430,49.7,13.6,8.64,68,31.9
"1741","Montenegro",2007,8.9,75.6,26228.3256533929,30.6,5980,49.4,13.6,7.84,69.2,30.8
"1742","Montenegro",2008,8.2,76,25797.5861165689,30.4,7370,49.1,13.6,7.96,70.4,29.6
"1743","Montenegro",2009,7.4,76.2,25318.5547727073,30.5,6730,48.7,13.6,9.42,71.3,28.7
"1744","Montenegro",2010,6.8,76.4,24944.0876887975,30.7,6680,48.3,13.6,9.11,67.2,32.8
"1745","Morocco",1995,62.9,69,43889.8386590571,39.3,1430,71.8,3.78,3.9,32.2,67.8
"1746","Morocco",1996,59.9,69.5,43166.3138241844,39.4,1560,70.5,4.41,3.84,31.9,68.1
"1747","Morocco",1997,57.2,69.8,42841.1898401447,39.4,1400,68.8,3.89,4.09,28,72
"1748","Morocco",1998,54.5,70.2,42207.4116483764,39.5,1470,66.9,4.16,3.87,29.2,70.8
"1749","Morocco",1999,52.1,70.5,41739.0458627249,39.8,1450,65.1,4.13,3.98,28.8,71.2
"1750","Morocco",2000,49.8,70.9,40899.5861311373,40,1330,63.4,3.98,4.18,29.4,70.6
"1751","Morocco",2001,47.7,71.2,40223.5341766708,40.3,1340,61.8,4.43,4.44,32.2,67.8
"1752","Morocco",2002,45.7,71.5,39636.2853884411,40.5,1420,60.3,5.04,5.31,26,74
"1753","Morocco",2003,43.9,71.7,39094.5049257933,40.7,1730,59.1,5.04,5.25,26.6,73.4
"1754","Morocco",2004,42.1,71.9,38457.089665804,40.7,1950,57.8,5.14,5.22,27.4,72.6
"1755","Morocco",2005,40.5,72.2,37687.5497287388,40.7,2020,56.7,4.74,5.05,28.4,71.6
"1756","Morocco",2006,38.9,72.5,37039.0857285102,40.7,2200,55.5,5.93,5.23,32.8,67.2
"1757","Morocco",2007,37.5,72.7,36326.4785843509,40.6,2500,54.4,6.9,5.17,36.3,63.7
"1758","Morocco",2008,36.1,73,35920.909151415,40.5,2890,53.4,6.54,5.19,36.9,63.1
"1759","Morocco",2009,34.8,73.3,35403.6764567906,40.4,2870,52.5,7.25,5.25,38.8,61.3
"1760","Morocco",2010,33.5,73.5,34955.8946368228,40.2,2840,51.8,6.59,5.2,38,62
"1761","Mozambique",1995,228,51.2,92114.2890602849,53.6,163,92,14.1,5.06,67.1,32.9
"1762","Mozambique",1996,219,51.2,91647.5991313871,53.4,221,92.5,14.1,4.27,60.9,39.1
"1763","Mozambique",1997,209,51.2,91640.7406162169,52.9,258,92.7,13.7,4.56,64.9,35.1
"1764","Mozambique",1998,198,51.3,91300.5792879463,52.3,290,92.7,15,4.55,65.2,34.8
"1765","Mozambique",1999,187,51.4,91085.1925565433,51.4,307,92.6,16.1,5.18,68.8,31.2
"1766","Mozambique",2000,176,51.3,91357.3554901678,50.3,283,92.5,17,5.96,72.4,27.6
"1767","Mozambique",2001,166,51.8,90732.2661919134,49.2,262,93.3,14.8,5.47,72.5,27.5
"1768","Mozambique",2002,156,51.8,90815.2250225889,48.3,268,94,15.5,5.97,75.2,24.8
"1769","Mozambique",2003,148,52.1,90573.6719546427,47.5,290,94.5,15,5.64,72.8,27.2
"1770","Mozambique",2004,141,52.3,90421.6383244857,47,343,94.9,13.8,5.05,69.7,30.3
"1771","Mozambique",2005,134,52.4,90282.2628962915,46.6,377,95.1,18.2,5.78,74.5,25.5
"1772","Mozambique",2006,127,52.6,89892.2309062456,46.3,394,95.9,15.2,5.42,72.8,27.2
"1773","Mozambique",2007,119,52.9,89095.1690393664,46.1,432,96.4,12.8,4.8,73.3,26.7
"1774","Mozambique",2008,112,53.6,87266.935998408,46.2,516,96.7,10.5,4.09,71.3,28.7
"1775","Mozambique",2009,106,54.1,86151.2340049359,46.6,477,96.8,12.2,5.36,73,26.9
"1776","Mozambique",2010,101,54.5,85103.6655342502,47.3,432,96.7,12.2,5.21,71.7,28.3
"1777","Myanmar",1995,102,59.6,69960.4356328322,38.1,NA,65,1.48,2.15,18.9,81.1
"1778","Myanmar",1996,99.7,59.9,68917.003625686,38.1,NA,63.6,1.24,2.12,15.8,84.3
"1779","Myanmar",1997,97.2,60.1,67957.2643598994,38.1,NA,62.1,0.889,1.89,13.9,86.1
"1780","Myanmar",1998,94.7,60.5,66864.1291132966,38.1,NA,60.6,0.66,1.84,10.1,89.9
"1781","Myanmar",1999,92.3,60.8,65713.2839130657,38.1,NA,59.2,0.779,1.8,10.5,89.5
"1782","Myanmar",2000,90,61.1,64466.7522070079,38.1,191,57.9,1.15,2.12,13.4,86.6
"1783","Myanmar",2001,87.6,61.5,63155.2257680415,38.1,137,57.2,0.992,2.08,11.8,88.2
"1784","Myanmar",2002,85.2,62,61800.4415756072,38.1,142,56.7,1.47,2.38,15.2,84.8
"1785","Myanmar",2003,82.8,62.5,60292.8469388391,38.1,217,56.2,1.14,2.28,12.3,87.7
"1786","Myanmar",2004,80.3,63,58837.7211363059,38.1,218,55.7,1.25,2.28,13.5,86.5
"1787","Myanmar",2005,77.8,63.6,57003.0301019534,38.1,245,55.3,0.771,2.12,8.98,91
"1788","Myanmar",2006,75.2,64.3,55272.283212828,38.1,294,55.1,1.2,2.06,14.4,85.6
"1789","Myanmar",2007,72.5,65,53361.2117908799,38.1,407,54.8,0.926,1.95,11.7,88.3
"1790","Myanmar",2008,89.7,59.8,66726.1722001618,38.1,638,54.4,0.911,2.04,11,89
"1791","Myanmar",2009,67.1,66.2,49877.6191507036,38.1,734,53.9,0.971,2.12,11.3,88.7
"1792","Myanmar",2010,64.4,66.8,48011.0247327849,38.1,979,53.4,0.971,1.97,12.2,87.8
"1793","Namibia",1995,67.7,59.9,61168.7813713977,70.7,2420,83.1,12.1,6.22,71,29
"1794","Namibia",1996,68.9,58.9,63630.2697894613,69.8,2370,82.3,12.8,6.57,72.4,27.6
"1795","Namibia",1997,70.4,57.7,66521.3249386123,68.9,2420,81.4,13.5,6.9,71.3,28.6
"1796","Namibia",1998,71.9,56.4,69975.2062897057,67.9,2210,80.3,13.4,6.84,72.4,27.6
"1797","Namibia",1999,73.4,55,73411.2918488606,67,2170,79.1,13.3,6.97,73.3,26.7
"1798","Namibia",2000,74.6,53.6,77246.7962970467,66.1,2140,77.8,13.1,6.11,68.9,31.1
"1799","Namibia",2001,75.2,52.9,79365.1958502284,65.2,1910,77.7,10.3,6.18,56.3,43.7
"1800","Namibia",2002,75.5,52,82193.1800353691,64.4,1770,77.5,11.1,6.17,58,42
"1801","Namibia",2003,75.3,51.5,84015.7916557538,63.8,2560,77.1,11.3,6.52,57.1,42.9
"1802","Namibia",2004,74.2,51.3,84843.4127516545,63.3,3400,76.6,10.7,6.47,49.5,50.5
"1803","Namibia",2005,71,51.6,84078.070092316,62.8,3670,75.9,12.5,7.32,48.9,51.1
"1804","Namibia",2006,67,52.5,81518.3875671219,62.5,3970,74.9,11.1,7.2,43.5,56.5
"1805","Namibia",2007,63.7,54.1,77343.5351119112,62.1,4360,73.9,13.1,6.94,54.4,45.6
"1806","Namibia",2008,60.9,55.6,72543.756910271,61.8,4150,72.8,12.1,6.76,54.6,45.4
"1807","Namibia",2009,58.6,57.2,68707.8988345007,61.4,4270,71.8,12.1,7.25,55,45
"1808","Namibia",2010,56,58.6,63984.2099398409,61,5320,71,12.1,6.78,58.4,41.6
"1809","Nepal",1995,108,60.6,58522.3828438854,34.9,204,82.6,4.58,4.72,17.3,82.7
"1810","Nepal",1996,103,61.3,56368.4097802777,35.6,205,82.5,4.51,4.84,17.4,82.6
"1811","Nepal",1997,97,62,54034.7631262204,36.4,218,82.3,5.79,5.07,20.6,79.4
"1812","Nepal",1998,91.7,62.5,52158.2796131673,37.4,211,82.1,6.5,5.27,23,77
"1813","Nepal",1999,86.6,63.2,50195.6941020984,38.4,214,81.7,5.74,5.11,19.6,80.4
"1814","Nepal",2000,81.7,63.7,48444.3284997562,39.5,229,81.1,6.48,5.21,21.7,78.3
"1815","Nepal",2001,77.1,64.3,46850.2082032449,40.6,247,80.8,8.33,5.27,28.6,71.4
"1816","Nepal",2002,72.8,64.4,46591.5112231581,41.6,245,80.4,8.91,5.51,28.2,71.8
"1817","Nepal",2003,68.7,65.2,44594.1729981785,42.2,252,80,9.45,5.39,26.5,73.5
"1818","Nepal",2004,65,65.6,43927.5721731642,42.2,286,79.6,12.2,5.97,29.1,70.9
"1819","Nepal",2005,61.5,66,42813.8197320323,41.7,316,79.2,12.7,6.03,31.4,68.6
"1820","Nepal",2006,58.2,66.5,41952.633243736,40.6,347,77.9,15,5.83,37.3,62.7
"1821","Nepal",2007,55.2,66.9,41216.2402291142,39.1,391,76.6,11.3,5.38,33.5,66.5
"1822","Nepal",2008,52.3,67.3,40497.5219770434,37.5,470,75.5,12.4,5.93,37.1,62.9
"1823","Nepal",2009,49.6,67.8,39753.877060492,36,478,74.2,11.1,5.82,38.1,61.9
"1824","Nepal",2010,47,68.3,39070.4466340081,34.7,592,72.8,8.96,5.25,34.6,65.4
"1825","Netherlands",1995,6.9,77.5,23018.2170226421,27.3,29300,45.8,10.5,8.33,71,29
"1826","Netherlands",1996,6.7,77.6,23009.8593891223,27.8,29000,46.1,11,8.21,66.2,33.8
"1827","Netherlands",1997,6.6,77.8,22616.6278305117,28.6,26700,46.5,11.3,7.95,67.8,32.2
"1828","Netherlands",1998,6.4,77.9,22453.074418389,29.3,27900,46.7,11.1,8.06,64.2,35.9
"1829","Netherlands",1999,6.3,78,22516.4317943377,29.9,28300,47,11,8.09,62.7,37.3
"1830","Netherlands",2000,6.2,78.1,22383.8044654074,30.4,26100,47.1,11.4,7.96,63.1,36.9
"1831","Netherlands",2001,6.1,78.2,22195.5777074082,30.6,26900,47.3,11.5,8.3,62.8,37.2
"1832","Netherlands",2002,5.9,78.4,21967.8773476858,30.5,29200,47.5,12,8.87,62.5,37.5
"1833","Netherlands",2003,5.7,78.7,21698.3259819315,30.2,35700,47.6,12.7,9.77,61.2,30.8
"1834","Netherlands",2004,5.6,79.1,21164.6230338109,30.1,40400,47.8,12.9,9.97,59.8,31.4
"1835","Netherlands",2005,5.4,79.4,20780.1066774679,29.8,42000,47.8,13.3,9.83,60.5,31.4
"1836","Netherlands",2006,5.2,79.8,20393.8690259935,29.6,44900,48,16.1,9.72,75.6,16.2
"1837","Netherlands",2007,5,80.1,20019.071035356,29.2,51700,48.2,16.1,9.68,75.2,16.5
"1838","Netherlands",2008,4.8,80.3,19902.0968465698,28.9,57600,48.3,16.1,9.89,75.3,16.5
"1839","Netherlands",2009,4.6,80.5,19651.3978188298,28.5,52500,48.6,18.4,12,79,14.3
"1840","Netherlands",2010,4.5,80.7,19464.7618730834,28.1,51000,49.1,18.4,11.9,79.2,13.6
"1841","New Zealand",1995,8.7,77,25926.9229152195,32.6,17400,52.8,13.3,7.07,77.2,22.8
"1842","New Zealand",1996,8.4,77.2,25663.5791520998,32.8,18800,53,13.3,7.02,76.7,23.3
"1843","New Zealand",1997,8.1,77.5,25204.3935907928,33,17500,53.1,13.7,7.22,77.3,22.7
"1844","New Zealand",1998,7.8,77.9,24445.4802142107,33.2,14700,53,14.5,7.65,77,23
"1845","New Zealand",1999,7.6,78.2,24365.8116463218,33.3,15300,52.9,14.7,7.53,77.5,22.5
"1846","New Zealand",2000,7.4,78.5,23883.6858121683,33.5,13600,52.7,15.6,7.62,78,22
"1847","New Zealand",2001,7.2,78.7,23622.7567999771,33.6,13900,52.2,15.8,7.72,76.4,23.6
"1848","New Zealand",2002,7,79,23539.9287578437,33.6,16900,51.8,17,8.04,77.9,22.1
"1849","New Zealand",2003,6.9,79.2,23244.1729328954,33.5,21900,51.4,16.4,7.86,78.3,21.7
"1850","New Zealand",2004,6.7,79.5,22880.9638111225,33.2,25400,51,17,8.03,79.6,20.4
"1851","New Zealand",2005,6.6,79.8,22444.8927567016,32.9,27800,50.6,17.1,8.39,79.7,20.3
"1852","New Zealand",2006,6.5,80,22180.9438251277,32.8,26700,50.4,18,8.81,80.1,19.9
"1853","New Zealand",2007,6.4,80.2,22126.1550774459,32.7,32500,50.2,17.9,8.53,82.4,17.6
"1854","New Zealand",2008,6.4,80.3,21942.3829241994,32.6,31300,50.2,18.4,9.26,82.8,17.2
"1855","New Zealand",2009,6.3,80.6,21664.5780844212,33.1,28200,50.2,19.8,9.97,83,17
"1856","New Zealand",2010,6.2,80.9,21436.5964481757,33.2,33700,50.4,20.1,10.1,83.2,16.8
"1857","Nicaragua",1995,53.2,73.7,33541.9922149889,52.2,890,87.5,21.5,8.41,64.4,35.6
"1858","Nicaragua",1996,50.4,74,32803.9019559208,51.4,909,85.4,18.2,8.31,59.2,40.8
"1859","Nicaragua",1997,47.7,74.4,31575.2192147,50.6,909,83.3,13.7,6.84,48.9,51.1
"1860","Nicaragua",1998,51,72.7,31695.7843515032,49.9,944,81.1,15,7.3,49.3,50.7
"1861","Nicaragua",1999,42.7,75.2,30131.4161537547,49.2,973,79,11.2,6.9,45.8,54.2
"1862","Nicaragua",2000,40.4,75.6,29358.3029702058,48.5,1010,76.9,13.1,6.99,53.5,46.5
"1863","Nicaragua",2001,38.3,75.9,29006.7404666424,47.8,1030,74.8,15.6,6.82,53.9,46.1
"1864","Nicaragua",2002,36.4,76,28681.9600994679,47.1,1000,72.7,18.8,7.42,52.4,47.6
"1865","Nicaragua",2003,34.6,76.1,28313.1310381417,46.3,1010,70.8,20.2,7.94,56.6,43.4
"1866","Nicaragua",2004,32.9,76.3,27848.8839028818,45.6,1080,69,19.2,7.95,55.3,44.7
"1867","Nicaragua",2005,31.4,76.6,27517.5199516722,45,1160,67.3,18.6,7.93,56.5,43.5
"1868","Nicaragua",2006,29.8,76.9,26572.3584646342,44.6,1230,65.6,17.1,8.21,54.9,45.1
"1869","Nicaragua",2007,28.4,77,26212.3919678106,44.3,1330,64.1,18.8,9.11,54.9,45.1
"1870","Nicaragua",2008,27,77.3,25695.4455938939,44.2,1500,62.7,18.1,9.3,54.9,45.1
"1871","Nicaragua",2009,25.7,77.3,25238.0975966143,44.3,1440,61.4,18.1,9.55,54.8,45.2
"1872","Nicaragua",2010,24.6,77.4,24694.8683736976,44.5,1500,60.1,NA,NA,NA,NA
"1873","Niger",1995,278,49,99184.0123300798,40.1,198,99.5,8.99,3.41,39.9,60.1
"1874","Niger",1996,266,49.9,95802.6830811651,41.3,202,99.8,9.27,3.19,37.5,62.5
"1875","Niger",1997,254,50.5,93076.8146094648,42.1,181,100,9.9,3.58,43.9,56.1
"1876","Niger",1998,245,51,90551.91685221,42.4,197,101,9.33,3.69,43.8,56.3
"1877","Niger",1999,235,51.6,88227.6725537105,42.7,185,101,8.59,3.69,43.7,56.3
"1878","Niger",2000,227,52.2,86299.6739010612,43,159,102,8.43,3.35,43.8,56.2
"1879","Niger",2001,217,52.7,84121.4813386298,43.3,166,103,10.1,3.7,48.6,51.4
"1880","Niger",2002,207,53.5,81441.5463637498,43.6,178,104,9.89,3.76,48.9,51.1
"1881","Niger",2003,195,54.1,79105.3905610019,43.9,216,105,9.39,3.63,46.4,53.6
"1882","Niger",2004,184,54.9,76365.8398918115,43.6,233,106,8.97,3.91,47.2,52.8
"1883","Niger",2005,172,55.6,73979.1216769323,42.8,250,106,14.8,5.96,50,50
"1884","Niger",2006,161,56.2,71605.499631418,41.5,258,108,16.1,6.05,52.5,47.5
"1885","Niger",2007,151,56.9,69424.4495027498,39.8,292,109,11.5,5.36,49.6,50.4
"1886","Niger",2008,141,57.6,67141.0322880208,37.6,353,109,11.9,5.24,51.8,48.2
"1887","Niger",2009,132,58.1,65580.0364865346,35.4,339,110,11.1,5.42,50.3,49.7
"1888","Niger",2010,123,58.8,64052.3407465992,34,347,110,11.1,5.16,50.9,49.1
"1889","Nigeria",1995,208,54.7,82772.4785416004,49.5,408,88.7,7.05,4.37,25.6,74.5
"1890","Nigeria",1996,206,54.5,83338.9776540015,50,462,88.4,7.05,4.51,20.8,79.2
"1891","Nigeria",1997,202,54.7,82701.4116890901,49.8,480,88,7.05,4.63,23.5,76.5
"1892","Nigeria",1998,198,54.6,82777.0418680196,49,469,87.4,7.05,5.58,26.1,73.9
"1893","Nigeria",1999,193,54.8,82960.7486883332,47.5,498,86.8,5.4,5.43,29.1,70.9
"1894","Nigeria",2000,187,54.9,83152.9890423907,46,568,86.2,4.22,4.56,33.5,66.5
"1895","Nigeria",2001,182,55.1,82109.0110473274,44.5,590,86.4,3.2,5.22,31.4,68.7
"1896","Nigeria",2002,176,55.1,81145.7919334552,43,742,86.4,3.11,3.91,25.6,74.4
"1897","Nigeria",2003,170,55.6,79866.8251913388,41.9,795,86.4,5.11,6.51,22.4,77.6
"1898","Nigeria",2004,164,56.1,78138.0054738688,41.2,1010,86.3,7.83,6.96,32.7,67.3
"1899","Nigeria",2005,158,56.9,75819.6486667661,40.9,1270,86.2,6.41,6.6,29.2,70.8
"1900","Nigeria",2006,152,57.5,73861.3670455925,41,1660,86.7,7.06,5.7,34,66
"1901","Nigeria",2007,146,58.2,71814.2497002907,41.5,1880,87.1,9.19,5.99,39.6,60.4
"1902","Nigeria",2008,140,59,69549.7594087077,42,2240,87.3,7.75,5.74,41.2,58.8
"1903","Nigeria",2009,135,59.8,67427.7274881424,42.4,1890,87.4,5.94,6.08,35.1,64.9
"1904","Nigeria",2010,130,60.5,65528.5843908725,42.7,2290,87.5,4.41,5.07,37.9,62.1
"1905","Norway",1995,5.7,77.9,23239.2380752957,28.3,34900,54.9,14.4,9.14,80.3,18.6
"1906","Norway",1996,5.4,78.2,23062.9609694883,28.5,37300,54.9,14.5,8.7,80.9,18.6
"1907","Norway",1997,5.2,78.3,22842.9832423622,28.7,36600,54.9,14.6,8.4,81.3,18.6
"1908","Norway",1998,5.1,78.4,22806.4124513024,28.7,34800,54.7,15.5,9.25,82.2,17.7
"1909","Norway",1999,5,78.5,22661.032800527,28.6,36400,54.5,16.1,9.33,82.6,17.4
"1910","Norway",2000,4.9,78.7,22613.1178697596,28.4,38100,54.3,16.4,8.42,82.5,17.4
"1911","Norway",2001,4.7,78.9,22321.1626244019,28.2,38500,54,16.7,8.8,83.6,16.4
"1912","Norway",2002,4.5,79.1,22099.1390874219,28.7,43100,53.6,17.4,9.79,83.5,16.5
"1913","Norway",2003,4.4,79.5,21665.6919442863,29.1,50100,53.1,17.4,10,83.7,16.2
"1914","Norway",2004,4.2,79.8,21377.7287857034,28.8,57600,52.7,17.8,9.6,83.6,16.4
"1915","Norway",2005,4,80.1,21072.5447454471,28.6,66800,52.4,18,9.04,83.5,16.4
"1916","Norway",2006,3.9,80.3,20776.7458436395,28.5,74100,51.9,17.9,8.56,83.8,16.2
"1917","Norway",2007,3.7,80.5,20578.4715558689,27.4,85200,51.5,18.2,8.75,84.1,15.8
"1918","Norway",2008,3.5,80.7,20474.8006994423,26.5,97000,51.3,17.9,8.48,84.3,15.7
"1919","Norway",2009,3.4,80.9,20417.2459318401,26.3,80100,51.1,17.4,9.7,84.1,15.9
"1920","Norway",2010,3.2,81,20219.9292358361,26,87800,51.1,17.4,9.48,83.9,16.1
"1921","Oman",1995,24.4,72.9,34852.9937046415,40,6260,71.9,6.89,3.65,84,16
"1922","Oman",1996,22.5,73.3,33934.4826444859,40,6830,70.9,7.69,3.56,83.9,16.1
"1923","Oman",1997,20.8,73.6,33060.2303155359,40,7040,69.5,7.26,3.35,83,17
"1924","Oman",1998,19.2,74,32196.1360601664,40,6250,68.1,7.28,3.7,81.6,18.4
"1925","Oman",1999,17.9,74.3,31244.6466402822,40,6970,66.8,7.62,3.54,81.7,18.3
"1926","Oman",2000,16.6,74.5,30562.772362078,40,8600,65.6,7.07,3.07,81.8,18.3
"1927","Oman",2001,15.6,74.8,29866.299536432,40,8480,64.3,6.61,3.09,82.1,17.9
"1928","Oman",2002,14.7,75,29322.6035440383,40,8630,62.7,7,3.19,83.5,16.5
"1929","Oman",2003,13.9,75.2,28677.2311747729,40,9070,61,6.86,3.19,82.9,17.1
"1930","Oman",2004,13.3,75.7,28072.8544515146,40,10100,59.4,6.09,2.99,81.9,18.1
"1931","Oman",2005,12.8,76,27555.2162786349,40,12400,57.8,6.05,2.6,82.3,17.6
"1932","Oman",2006,12.5,76.1,27288.3915013058,40,14400,52.9,5.41,2.34,80.6,19.4
"1933","Oman",2007,12.2,76.1,27226.1129808019,40,15800,48.9,5.42,2.47,80.2,19.8
"1934","Oman",2008,12,76.4,27174.6345023688,40,22100,45.7,4.91,2.09,76.4,23.6
"1935","Oman",2009,11.8,76.3,27124.6847719317,40,16800,43.3,5.76,3.02,78.8,21.2
"1936","Oman",2010,11.7,76.1,27265.670337775,40,19300,41.4,6.19,2.77,80.1,19.9
"1937","Pakistan",1995,126,62,60891.6097942858,30.2,490,87.6,2.62,3.26,25.7,74.3
"1938","Pakistan",1996,123,62.1,60359.2195682471,30,497,86.9,2.81,3.34,27.1,72.9
"1939","Pakistan",1997,121,62.1,60004.2266890056,30.5,476,86.1,2.7,3.34,25.1,75
"1940","Pakistan",1998,118,62.3,59301.7487002206,30.9,461,85.2,2.35,3.6,20.1,79.9
"1941","Pakistan",1999,115,62.5,58689.8235655365,31.2,454,84,2.37,3.71,19,81
"1942","Pakistan",2000,113,62.6,58081.6182122951,31.6,520,82.5,2.35,3.02,21.3,78.8
"1943","Pakistan",2001,110,62.8,57606.4766151274,31.6,495,81,2.33,2.83,20.5,79.5
"1944","Pakistan",2002,108,62.9,57173.3179364172,31.3,483,79.2,2.86,2.98,28.2,71.8
"1945","Pakistan",2003,106,63.1,56764.949925258,31.4,544,77.2,2.64,2.84,23.3,76.7
"1946","Pakistan",2004,104,63.4,56238.6439574803,31.7,625,75.4,2.85,2.82,24.7,75.3
"1947","Pakistan",2005,102,62.6,58529.1022875472,32.1,683,73.7,2.91,2.73,25.6,74.4
"1948","Pakistan",2006,99.6,64,55140.5086478216,32.2,837,72.3,3.29,2.72,30,70
"1949","Pakistan",2007,97.7,64.4,54105.416038161,32,908,71.1,3.11,2.6,30.7,69.3
"1950","Pakistan",2008,95.8,64.7,53501.1949398742,31.6,991,70.2,3.09,2.54,33.5,66.5
"1951","Pakistan",2009,93.9,65,52655.1272761507,31,958,69.3,3.33,2.19,34.8,65.2
"1952","Pakistan",2010,92.1,65.3,51880.0085876122,30.8,989,68.4,3.63,2.2,38.5,61.5
"1953","Panama",1995,28.1,75.5,26688.2118925645,58,3490,63.2,16.1,7.72,68,32
"1954","Panama",1996,27.8,75.7,26276.2832301139,57.9,3530,62.3,14.5,7.18,64.4,35.6
"1955","Panama",1997,27.4,75.9,26506.6523160014,57.6,3740,61.7,21,7.12,68.5,31.5
"1956","Panama",1998,27,76.2,26180.8631155795,57.4,3970,61.1,19.6,7.09,66.7,33.3
"1957","Panama",1999,26.5,76.5,25591.157480357,57.2,4080,60.6,18.9,6.86,66.3,33.7
"1958","Panama",2000,26,76.9,25068.6580553132,56.8,4060,59.9,21.3,7.76,68.1,31.9
"1959","Panama",2001,25.4,77.1,24788.4863579611,56.4,4050,59.5,10.6,7.72,67.1,32.9
"1960","Panama",2002,24.7,77.2,24638.8577728426,56.1,4130,58.8,10.9,8.03,69,30.9
"1961","Panama",2003,24.1,77.3,24579.6852596786,55.5,4270,58.1,10.4,7.6,66.4,33.6
"1962","Panama",2004,23.4,77.4,24278.682281834,55.1,4590,57.5,11.5,8.09,70.3,29.6
"1963","Panama",2005,22.8,77.5,24213.65693032,54.4,4920,57,12.7,7.48,69.6,30.4
"1964","Panama",2006,22.2,77.5,24369.6583848851,53.9,5350,56.4,12.6,7,67.4,32.6
"1965","Panama",2007,21.6,77.6,24251.3061239429,53.3,6170,56.1,11.6,6.73,64.2,35.8
"1966","Panama",2008,20.9,77.6,24458.2160146853,52.9,7150,55.8,13.5,7.3,69.1,30.9
"1967","Panama",2009,20.3,77.7,24489.1126476074,52.2,7580,55.5,14.7,8.11,74.8,25.2
"1968","Panama",2010,19.7,77.8,24354.6555557366,52,8080,55.1,15.1,8.1,75.1,24.9
"1969","Papua New Guinea",1995,81.8,57,73123.7797047343,55.2,894,76,10.7,3.5,86.2,13.8
"1970","Papua New Guinea",1996,80.8,57.2,72412.6533653067,54.8,970,75.7,11.5,3.65,86,14
"1971","Papua New Guinea",1997,79.9,57.4,71965.7392997804,54.3,906,75.4,9.35,3.4,80.5,19.5
"1972","Papua New Guinea",1998,78.9,56.7,74316.6331330047,53.5,679,75.1,11.6,3.81,83.1,16.9
"1973","Papua New Guinea",1999,78.1,57.6,71964.2610390624,52.5,608,74.8,10.3,4.09,82.4,17.6
